,notice_date,reason,company,address,county,phone,business_type,affected,total_employees,layoff_date,dislocation,union,classification
450,4/8/2020,Temporary Layoff,"B.R. Guest Holdings, LLC dba Dos Caminos - Times Square","1567 Broadway, W Hotel Times Square New York, NY 10036",New York County,(713) 850-1010,Restaurant,131,,4/8/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Layoff
451,4/8/2020,Temporary Plant Layoff,"B.R. Guest Holdings, LLC dba Dos Caminos – Park Ave NY","373 Park Avenue South New York, NY 10016",New York County,(713) 850-1010,Restaurant,83,,4/8/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union. Non Union,Temporary Plant Layoff
452,4/8/2020,Temporary Plant Layoff,"Bubba Gump Shrimp Co. Restaurants, Inc. dba Bubba Gump","1501 Broadway New York, NY 10036",New York County,(713) 850-1010,Restaurant,214,,4/8/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
453,4/8/2020,Temporary Plant Layoff,"B.R. Guest Holdings, LLC dba Blue Fin - New York","1567 Broadway, W Hotel Times Square New York, NY 10036",New York County,(713) 850-1010,Restaurant,129,,4/8/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
454,4/8/2020,Temporary Plant Layoff,"B.R. Guest Parent Holdings, LLC dba Bill's Bar & Burger - Downtown","85 West Street New York, NY 10006",New York County,(713) 850-1010,Restaurant,100,,4/8/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
455,4/13/2020,Temporary Plant Layoff,"Fordham Toyota (Fordham Auto Sales, LLC)","236 W Fordham Road Bronx, NY 10468",Bronx County,(201) 255-1243,Auto Dealership,74,,3/25/2020,Unforeseeable business circumstances prompted by COVID-19,Local No 810,Temporary Plant Layoff
456,4/13/2020,Temporary Plant Layoff,"Bay Ridge Toyota (Bay Ridge Motor Sales, Inc.)","6401 6th Avenue Brooklyn, NY 11220",Kings County,(201) 255-1243,Auto Dealership,105,,4/25/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
457,4/8/2020,Temporary Plant Layoff,McCormick & Schmick Restaurant Corp. dba Mastro's Steakhouse - New York,"1285 Avenue of the Americas New York, NY 10019",New York County,(713) 850-1010,Restaurant,120,,4/8/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
458,3/31/2020,Temporary Plant Layoff,"Macro Retailing LLC, dba Super Shoes","230 Amsterdam Commons Amsterdam, NY 12010",Oneida/Montgomery County,(203) 273-6765,Shoe Store,15,,3/20/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
459,3/31/2020,Temporary Plant Layoff,Macro Retailing LLC dba Super Shoes,"1440 Central Avenue Albany, NY 12205",Albany/Warren County,(203) 273-6765,Shoe Store,17,,3/20/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
460,10/16/2019,Plant Closing,Barneys New York,"575 5th Avenue New York, NY 10017",New York County,(212) 450-8606,Retail,6,8,Separations,Economic,New York New Jersey Regional Joint Board Workers United A/W SEIU,Plant Closing
461,3/31/2020,Temporary Plant Layoff,Macro Retailing LLC dba Super Shoes,"2044 Saranac Lake Lake Placid, NY 12946",Clinton/Essex County,(203) 273-6765,Shoe Store,12,,3/20/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
462,4/6/2020,Temporary Plant Layoff,"Miller's Ale House, Inc.","3046 Hempstead Tpke. Levittown, NY 11756",Nassau County,(407) 547-1219,Restaurant,93,,3/29/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
463,4/6/2020,Temporary Plant Layoff,"Miller's Ale House, Inc.","4000 Middle Country Road Lake Grove, NY 11755",Suffolk County,(407) 547-1219,Restaurant,95,,3/29/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
464,4/6/2020,Temporary Plant Layoff,"Miller's Ale House, Inc.","88 Veteran's Memorial Highway Commack, NY 11725",Suffolk County,(407) 547-1219,Restaurant,94,,3/21/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
465,4/6/2020,Temporary Plant Layoff,"Miller's Ale House, Inc.","1800 The Arches Circle Deer Park, NY 11729",Suffolk County,(407) 547-1219,Restaurant,92,,3/29/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
466,4/6/2020,Temporary Plant Layoff,"Miller's Ale House, Inc.","6135 Junction Blvd. Rego Park, NY 11374",Queens County,(407) 547-1219,Restaurant,70,,3/21/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
467,4/10/2020,Temporary Plant Layoff,Keeler Motor Car Company,"1111 Troy Schenectady Road Latham, NY 12110",Albany County,(518) 785-4197,Auto Dealership,,,3/19/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
468,4/9/2020,Temporary Plant Layoff,"Venture Forthe, Inc.","3900 Packard Road Niagara Falls, NY 14303",Niagara County,(716) 285-8070 Ext,Home Health Care,6,,4/7/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
469,4/8/2020,Temporary Plant Layoff,"Venture Forthe, Inc.","560 W 3rd Street, Suite 5 Jamestown, NY 14701",Chautauqua County,(716) 285-8070 Ext,Home Health Care,3,,4/8/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
470,4/8/2020,Temporary Plant Layoff,"Venture Forthe, Inc.","242 N. Union Street, Suite 3 Olean, NY 14760",Cattaraugus County,(716) 285-8070 Ext,Home Health Care,5,,4/7/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
471,4/8/2020,Temporary Plant Layoff,"Venture Forthe, Inc.","687 Lee Road, Suite C185 Rochester, NY 14606",Monroe County,(716) 285-8070 Ext,Home Health Care,6,,4/8/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union. Non Union,Temporary Plant Layoff
472,3/19/2020,Temporary Plant Layoff,246 Spring Street NY LLC dba The Dominick,"246 Spring Street New York, NY 10013",New York County,(212) 842-5537,Hotel,183,,48,Unforeseeable business circumstances prompted by COVID-19,"New York Hotel & Motel Trades Council, AFL-CIO",Temporary Plant Layoff
473,4/1/2020,Temporary Plant Layoff,Bonhams,"580 Madison Avenue New York, NY 10022",New York County,(212) 644-9001,Auction House,22,,4/2/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
474,3/29/2020,Temporary Plant Closing,"Major Food Group (MFG) Ludlow Hotel Food & Beverage, LLC","180 Ludlow Street New York, NY 10002",New York County,(603) 479-1250,Hotel,81,81,3/15/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
475,4/14/2020,Temporary Plant Layoff,Donaldsons Inc.,"5700 Sunrise Highway Sayville, NY 11782",Suffolk County,(631) 567-6400,Auto Dealership,22,,3/21/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
476,4/7/2020,Temporary Plant Layoff,Air Canada,"LaGuardia Airport and JFK International Airport Queens, NY",Queens County,(813) 287-3891,Airline,69,,3/26/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
477,4/10/2020,Temporary Plant Closing,Arista,"38-26 Tenth Street Long Island City, NY 11101",Queens County,(718) 706-4435,Computer Networking,172,172,3/23/2020,Unforeseeable business circumstances prompted by COVID-19,Steamfitters Fund Office Local 638B and Joint Industry Board Local 3,Temporary Plant Closing
478,4/10/2020,Temporary Plant Layoff,"Planet Hollywood (Broadway), LLC dba Planet Hollywood and dba Buca di Beppo","1540 Broadway New York, NY 10036",New York County,(407) 284-1877,Restaurant,25,,3/17/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
479,4/8/2020,Temporary Plant Closing,The Residence Inn Times Square,"1033 Avenue of the Americas New York, NY 10018",New York County,(212) 380-5007,Hotel,106,106,3/27/2020,Unforeseeable business circumstances prompted by COVID-19,"New York Hotel & Motel Trades Council, AFL-CIO",Temporary Plant Closing
480,4/8/2020,Temporary Plant Closing,The Courtyard by Marriott Times Square,"114 West 40th Street New York, NY 10018",New York County,(212) 380-5007,Hotel,75,75,3/27/2020,Unforeseeable business circumstances prompted by COVID-19,"New York Hotel & Motel Trades Council, AFL-CIO",Temporary Plant Closing
481,4/8/2020,Temporary Plant Layoff,"Callanan Industries, Inc.","402 State Highway 5S Amsterdam, NY 12010",Montgomery County,(518) 366-8723,Concrete Supplier,14,,4/6/2020,Unforeseeable business circumstances prompted by COVID-19,Operating Engineers Local 158 and Teamsters Local 294,Temporary Plant Layoff
482,4/8/2020,Temporary Plant Layoff,Fairfield Inn & Suites New York Manhattan/Financial District,"30 Fletcher Street New York, NY 10038",New York County,(973) 865-7019,Hotel,40,40,3/10/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
483,4/10/2020,Temporary Plant Layoff,Juicerie LLC dba The Butcher's Daughter,"19 Kenmare Street New York, NY 10012",New York County,(619) 851-8453,Restaurant,43,,3/25/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
484,4/10/2020,Temporary Plant Layoff,Juicerie 3 LLC dba The Butcher's Daughter,"581 Hudson Street New York, NY 10014",New York County,(619) 851-8453,Restaurant,22,,3/25/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
485,4/13/2020,Temporary Plant Layoff,Lehigh Cement Company LLC,"313 Warren Street Glens Falls, NY 12801",Warren County,(610) 366-4735,Cement Plant,54,,4/13/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
486,4/3/2020,Temporary Plant Layoff,Keith Titus Corporation,"2758 Trombley Road Weedsport, NY 13166",Cayuga County,(315) 294-1646,Transportation and Logistics,58,,3/20/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
487,4/14/2020,Temporary Plant Layoff,"Sharestates, Inc.","45 North Station Plaza, Suite 400, Great Neck Great Neck, NY 11021",Nassau County,(212) 201-0705,Investment Services,18,87,4/10/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
488,4/3/2020,Temporary Plant Closing,Monroe County Automotive Services Inc.,"2440 W. Henrietta Road Rochester, NY 14623",Ontario/Genesee/Monroe County,(585) 532-5621,Auto Shop,129,129,3/22/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
489,4/13/2020,Temporary Plant Layoff,Wonton Food Inc.,"220-222 Moore Street Brooklyn, NY 11206",Kings/Queens County,(929) 337-1010,Restaurant,,,4/12/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
490,4/13/2020,Temporary Plant Layoff,Wonton Food Inc.,"235 Express Street Plainview, NY 11803",Nassau County,(929) 337-1010,Restaurant,,,4/12/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
491,4/9/2020,Temporary Plant Layoff,VSP Global,"48 W. 37th Street New York, NY 10018",New York County,(631) 629-3277,Ophthalmologist/Optician,,,4/10/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
492,4/9/2020,Temporary Plant Layoff,VSP Global,"201 Old County Road Melville, NY 11747",Suffolk County,(631) 629-3277,Ophthalmologist,176,,4/10/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
493,4/10/2020,Temporary Plant Layoff,Juicerie IV LLC dba The Butcher's Daughter,"271 Metropolitan Avenue Brooklyn, NY 11211",Kings County,(619) 851-8453,Restaurant,42,,3/25/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
494,4/1/2020,Temporary Plant Layoff,"PrimeFlight Aviation Services, Inc.","LaGuardia International Airport Queens, NY 11371",Queens County,(281) 942-6800,Airport Services,195,772,3/19/2020,Unforeseeable business circumstances prompted by COVID-19,SEIU 32BJ,Temporary Plant Layoff
495,3/27/2020,Temporary Plant Closing,A&M Administration LLC dba Charlotte Russe,"Queens Center Mall, 90-15 Queens Blvd. Elmhurst, NY 11373",Queens/Kings County,4167891071 Ext,Retail,,,-----,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
496,3/27/2020,Temporary Plant Closing,A&M Administration LLC dba Charlotte Russe,"1004 Green Acres Mall, Unit #44 Valley Stream, NY 11581",Nassau/Suffolk County,(416) 789-1071 Ext,Retail,,,-----,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
497,3/27/2020,Temporary Plant Closing,A&M Administration LLC dba Charlotte Russe,"2512 Palisades Center Drive, Unit #B206 West Nyack, NY 10994",Rockland/Dutchess County,(416) 789-1071 Ext,Retail,,,-----,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
498,3/27/2020,Temporary Plant Closing,A&M Administration LLC dba Charlotte Russe,"Walden Galleria, One Walden Galleria, Unit D108 Buffalo, NY 14225",Erie/Niagara County,(416) 789-1071 Ext,Retail,,,-----,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union. Non Union,Temporary Plant Closing
499,3/27/2020,Temporary Plant Closing,A&M Administration LLC dba Charlotte Russe,"One Crossgates Mall Road (Unit # P-201) Albany, NY 12203",Albany County,(416) 789-1071 Ext,Retail,,,-----,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union. Non Union,Temporary Plant Closing
500,3/27/2020,Temporary Plant Closing,A&M Administration LLC dba Charlotte Russe,"8555 Seneca Tpke. (Unit #L09) New Hartford, NY 13413",Oneida County,(416) 789-1071 Ext,Retail,,,-----,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
